Flip Test is used --- False
Turning on evaluation mode...
Loading weight ... TrainedModels/Baseline_alt.pth
Using metric-base binary for evaluation!
Video level evaluation mode: True
Dataset loading time --- 33.268240451812744
Inferencing time --- 417.8502678871155
Inferencing time --- 418.01815915107727
Inferencing time --- 418.1497485637665
Inferencing time --- 418.2718071937561
Inferencing time --- 419.0461711883545
Inferencing time --- 421.31532764434814
Inferencing time --- 424.6096498966217
Inferencing time --- 426.92961740493774
Inferencing time --- 427.0935175418854
Inferencing time --- 427.21735548973083
Inferencing time --- 427.3405203819275
Inferencing time --- 427.9187276363373
Inferencing time --- 429.78808999061584
Inferencing time --- 435.1563334465027
Inferencing time --- 436.5654113292694
Inferencing time --- 436.68955850601196
Inferencing time --- 436.81317615509033
Inferencing time --- 436.9403877258301
Inferencing time --- 437.6824698448181
Inferencing time --- 439.1875739097595
Inferencing time --- 444.2220711708069
Inferencing time --- 445.3628420829773
Inferencing time --- 445.4892930984497
Inferencing time --- 445.6152813434601
Inferencing time --- 445.7345039844513
Inferencing time --- 446.6552815437317
Inferencing time --- 448.63292837142944
Inferencing time --- 452.48928809165955
Inferencing time --- 454.7438015937805
Inferencing time --- 454.91152453422546
Inferencing time --- 455.055695772171
Inferencing time --- 455.17852902412415
Inferencing time --- 455.8954005241394
Inferencing time --- 457.38553977012634
Inferencing time --- 461.8108112812042
Inferencing time --- 464.784725189209
Inferencing time --- 464.9525179862976
Inferencing time --- 465.09959411621094
Inferencing time --- 465.2180666923523
Inferencing time --- 465.5219256877899
Inferencing time --- 465.99558544158936
Inferencing time --- 471.57447624206543
Inferencing time --- 473.5417311191559
Inferencing time --- 473.70198369026184
Inferencing time --- 473.83031487464905
Inferencing time --- 473.9564290046692
Inferencing time --- 475.45117235183716
Inferencing time --- 475.57443928718567
Inferencing time --- 480.9617187976837
Inferencing time --- 482.1807417869568
Inferencing time --- 482.3100779056549
Inferencing time --- 482.4316625595093
Inferencing time --- 482.5496196746826
Inferencing time --- 484.3105797767639
Inferencing time --- 484.43175077438354
Inferencing time --- 489.50612568855286
Inferencing time --- 491.19969964027405
Inferencing time --- 491.3361749649048
Inferencing time --- 491.46003103256226
Inferencing time --- 491.5813660621643
Inferencing time --- 493.17466855049133
Inferencing time --- 493.29425024986267
Inferencing time --- 498.61256074905396
Inferencing time --- 500.4219880104065
Inferencing time --- 500.54330682754517
Inferencing time --- 500.66368198394775
Inferencing time --- 500.7839000225067
Inferencing time --- 501.77831768989563
Inferencing time --- 502.58928871154785
Inferencing time --- 508.70990324020386
Inferencing time --- 509.30531764030457
Inferencing time --- 509.45076155662537
Inferencing time --- 509.63190841674805
Inferencing time --- 509.75205421447754
Inferencing time --- 512.0313889980316
Inferencing time --- 512.1969149112701
Inferencing time --- 517.9342179298401
Inferencing time --- 518.5484812259674
Inferencing time --- 518.6824877262115
Inferencing time --- 518.8123881816864
Inferencing time --- 518.9339544773102
Inferencing time --- 521.4219069480896
Inferencing time --- 521.5883202552795
Inferencing time --- 527.5760934352875
Inferencing time --- 527.7331986427307
Inferencing time --- 527.8863875865936
Inferencing time --- 528.0085661411285
Inferencing time --- 528.1279609203339
Inferencing time --- 529.8662328720093
Inferencing time --- 529.9845213890076
Inferencing time --- 536.8754794597626
Inferencing time --- 537.8004977703094
Inferencing time --- 537.935533285141
Inferencing time --- 538.0587358474731
Inferencing time --- 538.1799199581146
Inferencing time --- 538.9002983570099
Inferencing time --- 539.0197150707245
Inferencing time --- 545.2628817558289
Inferencing time --- 546.6858444213867
Inferencing time --- 546.8510458469391
Inferencing time --- 546.9952566623688
Inferencing time --- 547.1149432659149
Inferencing time --- 548.4760193824768
Inferencing time --- 548.7029430866241
Inferencing time --- 556.4608154296875
Inferencing time --- 556.6157364845276
Inferencing time --- 556.7560639381409
Inferencing time --- 556.8796944618225
Inferencing time --- 557.0029807090759
Inferencing time --- 557.6426131725311
Inferencing time --- 558.2992718219757
Inferencing time --- 566.4820127487183
Inferencing time --- 566.6379854679108
Inferencing time --- 566.7717020511627
Inferencing time --- 566.8971743583679
Inferencing time --- 567.0164022445679
Inferencing time --- 567.6839497089386
Inferencing time --- 567.8078219890594
Inferencing time --- 575.6474328041077
Inferencing time --- 575.8160607814789
Inferencing time --- 575.9439876079559
Inferencing time --- 576.0673055648804
Inferencing time --- 576.1873028278351
Inferencing time --- 576.30925822258
Inferencing time --- 576.4349083900452
Inferencing time --- 584.7914001941681
Inferencing time --- 587.3506405353546
Inferencing time --- 587.5129866600037
Inferencing time --- 587.6433434486389
Inferencing time --- 587.7673492431641
Inferencing time --- 587.8895499706268
Inferencing time --- 588.0126106739044
Inferencing time --- 593.7625341415405
Inferencing time --- 597.6523501873016
Inferencing time --- 597.8185527324677
Inferencing time --- 597.9685153961182
Inferencing time --- 598.092958688736
Inferencing time --- 598.2148418426514
Inferencing time --- 598.3356459140778
Inferencing time --- 603.7155220508575
Inferencing time --- 606.7515377998352
Inferencing time --- 606.9199018478394
Inferencing time --- 607.0507256984711
Inferencing time --- 607.1733791828156
Inferencing time --- 607.2937593460083
Inferencing time --- 607.4157106876373
Inferencing time --- 616.6950964927673
Inferencing time --- 616.8546724319458
Inferencing time --- 617.0025405883789
Inferencing time --- 617.1257011890411
Inferencing time --- 617.24844789505
Inferencing time --- 617.371698141098
Inferencing time --- 617.4923453330994
Inferencing time --- 626.5277609825134
Inferencing time --- 626.6835057735443
Inferencing time --- 626.8306384086609
Inferencing time --- 626.951230764389
Inferencing time --- 627.0720500946045
Inferencing time --- 627.1928043365479
Inferencing time --- 627.3150975704193
Inferencing time --- 635.7556204795837
Inferencing time --- 635.9119801521301
Inferencing time --- 636.0519940853119
Inferencing time --- 636.1759121417999
Inferencing time --- 636.2961573600769
Inferencing time --- 636.4237804412842
Inferencing time --- 636.541510105133
Inferencing time --- 644.6584370136261
Inferencing time --- 644.8258738517761
Inferencing time --- 644.9678184986115
Inferencing time --- 645.0898199081421
Inferencing time --- 645.2128872871399
Inferencing time --- 645.3339037895203
Inferencing time --- 645.4552810192108
Inferencing time --- 653.4171388149261
Inferencing time --- 653.5748019218445
Inferencing time --- 653.7127695083618
Inferencing time --- 653.83731508255
Inferencing time --- 653.959855556488
Inferencing time --- 654.084002494812
Inferencing time --- 654.2062439918518
Inferencing time --- 662.8001661300659
Inferencing time --- 662.9637138843536
Inferencing time --- 663.0918569564819
Inferencing time --- 663.2168071269989
Inferencing time --- 663.3400647640228
Inferencing time --- 663.460991859436
Inferencing time --- 663.5835373401642
Inferencing time --- 671.3422403335571
Inferencing time --- 671.5099709033966
Inferencing time --- 671.6549158096313
Inferencing time --- 671.7802386283875
Inferencing time --- 671.8999407291412
Inferencing time --- 672.022225856781
Inferencing time --- 672.145268201828
Inferencing time --- 684.7046892642975
Inferencing time --- 684.8645224571228
Inferencing time --- 684.9966747760773
Inferencing time --- 685.1190547943115
Inferencing time --- 685.242339849472
Inferencing time --- 685.3649096488953
Inferencing time --- 685.4878900051117
Inferencing time --- 693.5242323875427
Inferencing time --- 693.6882517337799
Inferencing time --- 693.8152406215668
Inferencing time --- 693.9396834373474
Inferencing time --- 694.0630693435669
Inferencing time --- 694.1911156177521
Inferencing time --- 694.3154711723328
Inferencing time --- 703.0886969566345
Inferencing time --- 703.257571220398
Inferencing time --- 703.3944017887115
Inferencing time --- 703.5165166854858
Inferencing time --- 703.6403646469116
Inferencing time --- 703.7629163265228
Inferencing time --- 703.8860337734222
Inferencing time --- 712.2261211872101
Inferencing time --- 712.3812437057495
Inferencing time --- 712.5221073627472
Inferencing time --- 712.6466698646545
Inferencing time --- 712.7704174518585
Inferencing time --- 712.8937137126923
Inferencing time --- 713.0174973011017
Inferencing time --- 721.7907593250275
Inferencing time --- 721.9570937156677
Inferencing time --- 722.0870504379272
Inferencing time --- 722.210027217865
Inferencing time --- 722.3355357646942
Inferencing time --- 722.4605815410614
Inferencing time --- 722.5808918476105
Inferencing time --- 730.6818861961365
Inferencing time --- 730.8430836200714
Inferencing time --- 730.9709203243256
Inferencing time --- 731.0971186161041
Inferencing time --- 731.2214183807373
Inferencing time --- 731.345742225647
Inferencing time --- 731.4709966182709
Inferencing time --- 740.4198362827301
Inferencing time --- 740.585152387619
Inferencing time --- 740.7258543968201
Inferencing time --- 740.846869468689
Inferencing time --- 740.9739556312561
Inferencing time --- 741.0957789421082
Inferencing time --- 741.2197926044464
Inferencing time --- 749.814023733139
Inferencing time --- 749.9816570281982
Inferencing time --- 750.13170337677
Inferencing time --- 755.4443414211273
Inferencing time --- 755.6128301620483
Inferencing time --- 755.7598996162415
Inferencing time --- 755.8833408355713
Inferencing time --- 758.6205756664276
Inferencing time --- 758.7770130634308
Inferencing time --- 758.9276511669159
Inferencing time --- 764.6807744503021
Inferencing time --- 764.8481452465057
Inferencing time --- 765.0009169578552
Inferencing time --- 765.1237421035767
Inferencing time --- 767.4495718479156
Inferencing time --- 767.607221364975
Inferencing time --- 767.7523365020752
Inferencing time --- 773.037750005722
Inferencing time --- 773.5358550548553
Inferencing time --- 773.6671426296234
Inferencing time --- 773.7974729537964
Inferencing time --- 776.2088441848755
Inferencing time --- 776.3721828460693
Inferencing time --- 776.5002098083496
Inferencing time --- 782.141783952713
Inferencing time --- 782.3098330497742
Inferencing time --- 782.4565145969391
Inferencing time --- 782.5809526443481
Inferencing time --- 785.5310242176056
Inferencing time --- 785.9507269859314
Inferencing time --- 786.1081640720367
Inferencing time --- 791.9027624130249
Inferencing time --- 792.0593304634094
Inferencing time --- 792.190464258194
Inferencing time --- 792.3232314586639
Inferencing time --- 794.3611078262329
Inferencing time --- 795.3619718551636
Inferencing time --- 795.5083694458008
Inferencing time --- 801.4791457653046
Inferencing time --- 801.6464335918427
Inferencing time --- 801.7794852256775
Inferencing time --- 801.9090914726257
Inferencing time --- 803.7906229496002
Inferencing time --- 804.1329057216644
Inferencing time --- 804.2558269500732
Inferencing time --- 810.1553685665131
Inferencing time --- 810.3219735622406
Inferencing time --- 810.4478991031647
Inferencing time --- 810.5751326084137
Inferencing time --- 812.8243985176086
Inferencing time --- 813.2472083568573
Inferencing time --- 813.3991525173187
Inferencing time --- 818.6160943508148
Inferencing time --- 818.7730176448822
Inferencing time --- 818.9101316928864
Inferencing time --- 819.0359718799591
Inferencing time --- 822.0432977676392
Inferencing time --- 822.4801259040833
Inferencing time --- 822.6232695579529
Inferencing time --- 827.7312159538269
Inferencing time --- 827.8990149497986
Inferencing time --- 828.0436778068542
Inferencing time --- 828.1671483516693
Inferencing time --- 831.6815729141235
Inferencing time --- 831.8371686935425
Inferencing time --- 831.983500957489
Inferencing time --- 836.9497046470642
Inferencing time --- 837.1175715923309
Inferencing time --- 837.2659075260162
Inferencing time --- 837.3883113861084
Inferencing time --- 840.5896310806274
Inferencing time --- 840.8118636608124
Inferencing time --- 840.9422149658203
Inferencing time --- 846.1317625045776
Inferencing time --- 846.2864067554474
Inferencing time --- 846.4327409267426
Inferencing time --- 846.5611438751221
Inferencing time --- 848.9738237857819
Inferencing time --- 849.2366271018982
Inferencing time --- 849.3884191513062
Inferencing time --- 855.2996423244476
Inferencing time --- 855.4643194675446
Inferencing time --- 855.5956959724426
Inferencing time --- 855.7218682765961
Inferencing time --- 858.7116785049438
Inferencing time --- 858.8751521110535
Inferencing time --- 859.0047888755798
Inferencing time --- 864.5776855945587
Inferencing time --- 864.7366065979004
Inferencing time --- 864.8689584732056
Inferencing time --- 864.9961445331573
Inferencing time --- 867.9421398639679
Inferencing time --- 868.1051371097565
Inferencing time --- 868.2396066188812
Inferencing time --- 873.811047077179
Inferencing time --- 873.9675393104553
Inferencing time --- 874.1013712882996
Inferencing time --- 874.2319633960724
Inferencing time --- 877.4794354438782
Inferencing time --- 877.6454169750214
Inferencing time --- 877.7984981536865
Inferencing time --- 883.4966025352478
Inferencing time --- 883.6613492965698
Inferencing time --- 883.8142967224121
Inferencing time --- 883.94065284729
Inferencing time --- 886.437037229538
Inferencing time --- 887.5230944156647
Inferencing time --- 887.6492590904236
Inferencing time --- 892.9535341262817
Inferencing time --- 893.1212079524994
Inferencing time --- 893.2716405391693
Inferencing time --- 893.3982248306274
Inferencing time --- 895.7173926830292
Inferencing time --- 897.1589915752411
Inferencing time --- 897.3064856529236
Inferencing time --- 902.6481833457947
Inferencing time --- 902.8134276866913
Inferencing time --- 902.9496059417725
Inferencing time --- 903.0771813392639
Inferencing time --- 905.3909857273102
Inferencing time --- 906.0980701446533
Inferencing time --- 906.2651817798615
Inferencing time --- 911.9122381210327
Inferencing time --- 912.0754315853119
Inferencing time --- 912.2053718566895
Inferencing time --- 912.3321125507355
Inferencing time --- 914.4320328235626
Inferencing time --- 914.5999596118927
Inferencing time --- 914.7516429424286
Inferencing time --- 920.6576504707336
Inferencing time --- 920.8243527412415
Inferencing time --- 920.9721763134003
Inferencing time --- 921.0976305007935
Inferencing time --- 923.4314730167389
Inferencing time --- 923.6600189208984
Inferencing time --- 923.7972686290741
Inferencing time --- 929.7028198242188
Inferencing time --- 929.8704738616943
Inferencing time --- 930.0179350376129
Inferencing time --- 930.1489555835724
Inferencing time --- 932.4350206851959
Inferencing time --- 933.1602709293365
Inferencing time --- 933.2921648025513
Inferencing time --- 938.4430918693542
Inferencing time --- 938.6050863265991
Inferencing time --- 938.736590385437
Inferencing time --- 938.8651103973389
Inferencing time --- 942.489175081253
Inferencing time --- 942.6483824253082
Inferencing time --- 942.7851343154907
Inferencing time --- 947.3624606132507
Inferencing time --- 947.5299761295319
Inferencing time --- 947.6781613826752
Inferencing time --- 947.8038918972015
Inferencing time --- 951.432914018631
Inferencing time --- 952.3747618198395
Inferencing time --- 952.506418466568
Inferencing time --- 956.5498747825623
Inferencing time --- 956.7052083015442
Inferencing time --- 956.8517165184021
Inferencing time --- 956.9789321422577
Inferencing time --- 960.0491471290588
Inferencing time --- 962.9379343986511
Inferencing time --- 963.1050987243652
Inferencing time --- 965.5957565307617
Inferencing time --- 965.7560198307037
Inferencing time --- 965.9083514213562
Inferencing time --- 966.0343425273895
Inferencing time --- 969.3714792728424
Inferencing time --- 972.0686423778534
Inferencing time --- 972.2363584041595
Inferencing time --- 975.5646500587463
Inferencing time --- 975.7325158119202
Inferencing time --- 975.8561370372772
Inferencing time --- 975.9844167232513
Inferencing time --- 978.6204345226288
Inferencing time --- 981.50950050354
Inferencing time --- 981.6775333881378
Inferencing time --- 985.0749180316925
Inferencing time --- 985.2384929656982
Inferencing time --- 985.3937809467316
Inferencing time --- 985.518901348114
Inferencing time --- 987.3944640159607
Inferencing time --- 990.6553754806519
Inferencing time --- 990.8123226165771
Inferencing time --- 994.6080770492554
Inferencing time --- 994.7751767635345
Inferencing time --- 994.9047057628632
Inferencing time --- 995.0296275615692
Inferencing time --- 996.162885427475
Inferencing time --- 999.7253985404968
Inferencing time --- 999.8878736495972
Inferencing time --- 1003.3799505233765
Inferencing time --- 1003.5475406646729
Inferencing time --- 1003.6936156749725
Inferencing time --- 1003.8235864639282
Inferencing time --- 1005.5745391845703
Inferencing time --- 1009.5746483802795
Inferencing time --- 1009.7422499656677
Inferencing time --- 1012.2231492996216
Inferencing time --- 1012.3908061981201
Inferencing time --- 1012.538334608078
Inferencing time --- 1012.6699528694153
Inferencing time --- 1014.907303571701
Inferencing time --- 1018.7375729084015
Inferencing time --- 1018.8996748924255
Inferencing time --- 1021.7838070392609
Inferencing time --- 1021.9388029575348
Inferencing time --- 1022.080616235733
Inferencing time --- 1022.208048582077
Inferencing time --- 1024.411636352539
Inferencing time --- 1028.612629890442
Inferencing time --- 1028.7679162025452
Inferencing time --- 1031.3204834461212
Inferencing time --- 1031.4882743358612
Inferencing time --- 1031.6238436698914
Inferencing time --- 1031.751781463623
Inferencing time --- 1033.0139775276184
Inferencing time --- 1039.0127952098846
Inferencing time --- 1039.1789388656616
Inferencing time --- 1040.299860715866
Inferencing time --- 1040.425594329834
Inferencing time --- 1040.5558848381042
Inferencing time --- 1040.6786255836487
Inferencing time --- 1041.6027908325195
Inferencing time --- 1047.5529267787933
Inferencing time --- 1047.7215659618378
Inferencing time --- 1049.5620322227478
Inferencing time --- 1049.6976017951965
Inferencing time --- 1049.8418366909027
Inferencing time --- 1049.9654002189636
Inferencing time --- 1050.4411103725433
Inferencing time --- 1057.0297050476074
Inferencing time --- 1057.1983716487885
Inferencing time --- 1059.209382534027
Inferencing time --- 1059.3615963459015
Inferencing time --- 1059.5020458698273
Inferencing time --- 1059.6275391578674
Inferencing time --- 1059.760678768158
Inferencing time --- 1065.2335999011993
Inferencing time --- 1065.4016139507294
Inferencing time --- 1068.605744600296
Inferencing time --- 1068.773535490036
Inferencing time --- 1068.92675614357
Inferencing time --- 1069.0519454479218
Inferencing time --- 1069.1789953708649
Inferencing time --- 1074.097039937973
Inferencing time --- 1074.2654204368591
Inferencing time --- 1077.8196105957031
Inferencing time --- 1077.9806911945343
Inferencing time --- 1078.137772321701
Inferencing time --- 1078.2665197849274
Inferencing time --- 1078.3891069889069
Inferencing time --- 1083.731938123703
Inferencing time --- 1083.9000265598297
Inferencing time --- 1087.555778503418
Inferencing time --- 1087.7226285934448
Inferencing time --- 1087.854684829712
Inferencing time --- 1087.9813792705536
Inferencing time --- 1088.1094710826874
Inferencing time --- 1094.737905740738
Inferencing time --- 1094.906973361969
Inferencing time --- 1096.5181686878204
Inferencing time --- 1096.6372129917145
Inferencing time --- 1096.7694237232208
Inferencing time --- 1096.901437997818
Inferencing time --- 1097.03187084198
Inferencing time --- 1103.3424360752106
Inferencing time --- 1103.5117650032043
Inferencing time --- 1105.6531813144684
Inferencing time --- 1105.81893324852
Inferencing time --- 1105.9468052387238
Inferencing time --- 1106.0733931064606
Inferencing time --- 1106.2004375457764
Inferencing time --- 1112.4126574993134
Inferencing time --- 1112.581395149231
Inferencing time --- 1114.907032251358
Inferencing time --- 1115.0751090049744
Inferencing time --- 1115.2038507461548
Inferencing time --- 1115.3314535617828
Inferencing time --- 1115.4584233760834
Inferencing time --- 1121.6114754676819
Inferencing time --- 1121.7796545028687
Inferencing time --- 1124.3274507522583
Inferencing time --- 1124.4889063835144
Inferencing time --- 1124.6156527996063
Inferencing time --- 1124.7412900924683
Inferencing time --- 1124.8717329502106
Inferencing time --- 1131.1163165569305
Inferencing time --- 1131.2796869277954
Inferencing time --- 1133.0200793743134
Inferencing time --- 1133.1437652111053
Inferencing time --- 1133.269333600998
Inferencing time --- 1133.40189909935
Inferencing time --- 1133.5229966640472
Inferencing time --- 1140.3532338142395
Inferencing time --- 1140.5210032463074
Inferencing time --- 1142.113976240158
Inferencing time --- 1142.2338144779205
Inferencing time --- 1142.3620927333832
Inferencing time --- 1142.490371465683
Inferencing time --- 1142.6188819408417
Inferencing time --- 1149.4282727241516
Inferencing time --- 1149.5922887325287
Inferencing time --- 1151.204686164856
Inferencing time --- 1151.3308234214783
Inferencing time --- 1151.4549221992493
Inferencing time --- 1151.5825242996216
Inferencing time --- 1151.7090945243835
Inferencing time --- 1158.6336545944214
Inferencing time --- 1158.799260377884
Inferencing time --- 1160.5704855918884
Inferencing time --- 1160.6956822872162
Inferencing time --- 1160.822955608368
Inferencing time --- 1160.951409816742
Inferencing time --- 1161.0773327350616
Inferencing time --- 1167.8455247879028
Inferencing time --- 1168.0140318870544
Inferencing time --- 1170.0979988574982
Inferencing time --- 1170.2619874477386
Inferencing time --- 1170.3889269828796
Inferencing time --- 1170.5146520137787
Inferencing time --- 1170.6411159038544
Inferencing time --- 1177.1592869758606
Inferencing time --- 1177.3179426193237
Inferencing time --- 1178.7694137096405
Inferencing time --- 1178.894272327423
Inferencing time --- 1179.026386499405
Inferencing time --- 1179.1502556800842
Inferencing time --- 1179.2754747867584
Inferencing time --- 1185.910885334015
Inferencing time --- 1186.0788214206696
Inferencing time --- 1187.1414215564728
Inferencing time --- 1187.2658035755157
Inferencing time --- 1187.3931741714478
Inferencing time --- 1187.5204894542694
Inferencing time --- 1187.6479601860046
Inferencing time --- 1195.411698102951
Inferencing time --- 1195.5721168518066
Inferencing time --- 1196.2710719108582
Inferencing time --- 1196.3939788341522
Inferencing time --- 1196.5209250450134
Inferencing time --- 1196.648545742035
Inferencing time --- 1197.214866399765
Inferencing time --- 1204.54718708992
Inferencing time --- 1204.715702533722
Inferencing time --- 1206.3335299491882
Inferencing time --- 1206.4591014385223
Inferencing time --- 1206.5882716178894
Inferencing time --- 1206.7127015590668
Inferencing time --- 1206.8418762683868
Inferencing time --- 1213.8341829776764
Inferencing time --- 1214.0014839172363
Inferencing time --- 1215.6503460407257
Inferencing time --- 1215.7743191719055
Inferencing time --- 1215.9011347293854
Inferencing time --- 1216.0303885936737
Inferencing time --- 1216.1582973003387
Inferencing time --- 1222.9275252819061
Inferencing time --- 1223.0834031105042
Inferencing time --- 1224.6932637691498
Inferencing time --- 1225.0798993110657
Inferencing time --- 1225.2059197425842
Inferencing time --- 1225.333410024643
Inferencing time --- 1225.4566340446472
Inferencing time --- 1232.2099061012268
Inferencing time --- 1232.372475862503
Inferencing time --- 1233.756279706955
Inferencing time --- 1234.659722328186
Inferencing time --- 1234.7810201644897
Inferencing time --- 1234.908285856247
Inferencing time --- 1235.0346224308014
Inferencing time --- 1243.208666086197
Inferencing time --- 1243.3656589984894
Inferencing time --- 1243.5046608448029
Inferencing time --- 1243.9691472053528
Inferencing time --- 1244.095384836197
Inferencing time --- 1244.2253248691559
Inferencing time --- 1244.3502283096313
Inferencing time --- 1252.4953112602234
Inferencing time --- 1252.663992881775
Inferencing time --- 1252.8181626796722
Inferencing time --- 1254.9822602272034
Inferencing time --- 1255.1504139900208
Inferencing time --- 1255.2823836803436
Inferencing time --- 1255.410507440567
Inferencing time --- 1261.7201461791992
Inferencing time --- 1261.88245844841
Inferencing time --- 1262.034749031067
Inferencing time --- 1263.7779722213745
Inferencing time --- 1263.904733657837
Inferencing time --- 1264.032700061798
Inferencing time --- 1264.158854007721
Inferencing time --- 1271.3775353431702
Inferencing time --- 1271.546674489975
Inferencing time --- 1271.6982817649841
Inferencing time --- 1273.201828956604
Inferencing time --- 1273.3281202316284
Inferencing time --- 1273.453664302826
Inferencing time --- 1273.7222526073456
Inferencing time --- 1282.7401669025421
Inferencing time --- 1282.8998749256134
Inferencing time --- 1283.0323615074158
Inferencing time --- 1283.1600291728973
Inferencing time --- 1283.289787530899
Inferencing time --- 1283.417415857315
Inferencing time --- 1285.8327431678772
Inferencing time --- 1292.0265362262726
Inferencing time --- 1292.186547756195
Inferencing time --- 1292.341558456421
Inferencing time --- 1293.1792376041412
Inferencing time --- 1293.304800748825
Inferencing time --- 1293.4333612918854
Inferencing time --- 1295.0300753116608
Inferencing time --- 1302.5302379131317
Inferencing time --- 1302.69828414917
Inferencing time --- 1302.839460849762
Inferencing time --- 1305.0109915733337
Inferencing time --- 1305.1769742965698
Inferencing time --- 1305.3033368587494
Inferencing time --- 1305.4319548606873
Inferencing time --- 1312.8100535869598
Inferencing time --- 1312.9692826271057
Inferencing time --- 1313.1075134277344
Inferencing time --- 1314.2811555862427
Inferencing time --- 1314.4116106033325
Inferencing time --- 1314.5378017425537
Inferencing time --- 1314.6637663841248
Inferencing time --- 1322.385326385498
Inferencing time --- 1322.5530879497528
Inferencing time --- 1322.6977908611298
Inferencing time --- 1324.233054637909
Inferencing time --- 1324.3629577159882
Inferencing time --- 1324.485759973526
Inferencing time --- 1324.616396188736
Inferencing time --- 1331.8926572799683
Inferencing time --- 1332.0558652877808
Inferencing time --- 1332.1862456798553
Inferencing time --- 1333.6904113292694
Inferencing time --- 1333.8145859241486
Inferencing time --- 1333.9420058727264
Inferencing time --- 1334.0695724487305
Inferencing time --- 1340.795692205429
Inferencing time --- 1340.9518008232117
Inferencing time --- 1341.4312362670898
Inferencing time --- 1342.898431301117
Inferencing time --- 1343.05988407135
Inferencing time --- 1343.198427438736
Inferencing time --- 1343.328840970993
Inferencing time --- 1350.018257856369
Inferencing time --- 1350.1737763881683
Inferencing time --- 1350.8838267326355
Inferencing time --- 1352.297613620758
Inferencing time --- 1352.453539133072
Inferencing time --- 1352.5975992679596
Inferencing time --- 1352.7237226963043
Inferencing time --- 1359.0948693752289
Inferencing time --- 1359.2628276348114
Inferencing time --- 1359.9839730262756
Inferencing time --- 1361.9752774238586
Inferencing time --- 1362.1436417102814
Inferencing time --- 1362.2769138813019
Inferencing time --- 1362.4019267559052
Inferencing time --- 1368.054675579071
Inferencing time --- 1368.213603258133
Inferencing time --- 1369.0819017887115
Inferencing time --- 1371.3954403400421
Inferencing time --- 1371.564212322235
Inferencing time --- 1371.7013320922852
Inferencing time --- 1372.05197930336
Inferencing time --- 1376.7149517536163
Inferencing time --- 1376.8691589832306
Inferencing time --- 1377.6968595981598
Inferencing time --- 1380.5752577781677
Inferencing time --- 1380.742845773697
Inferencing time --- 1380.899137020111
Inferencing time --- 1381.0219950675964
Inferencing time --- 1386.3794584274292
Inferencing time --- 1386.5407354831696
Inferencing time --- 1387.2678005695343
Inferencing time --- 1389.3593623638153
Inferencing time --- 1389.5135385990143
Inferencing time --- 1389.651258468628
Inferencing time --- 1389.7785522937775
Inferencing time --- 1396.7214300632477
Inferencing time --- 1396.8864974975586
Inferencing time --- 1397.0163269042969
Inferencing time --- 1398.6858842372894
Inferencing time --- 1398.8104555606842
Inferencing time --- 1398.9439723491669
Inferencing time --- 1399.0664746761322
Inferencing time --- 1405.3997385501862
Inferencing time --- 1405.559143781662
Inferencing time --- 1406.6270427703857
Inferencing time --- 1407.4713983535767
Inferencing time --- 1407.6033039093018
Inferencing time --- 1407.7268261909485
Inferencing time --- 1408.413016796112
Inferencing time --- 1414.1202292442322
Inferencing time --- 1414.2878336906433
Inferencing time --- 1417.364755153656
Inferencing time --- 1417.5327150821686
Inferencing time --- 1417.672916650772
Inferencing time --- 1417.7991349697113
Inferencing time --- 1418.1699659824371
Inferencing time --- 1422.9270000457764
Inferencing time --- 1423.0931932926178
Inferencing time --- 1425.8289833068848
Inferencing time --- 1427.8317601680756
Inferencing time --- 1427.99862241745
Inferencing time --- 1428.130663394928
Inferencing time --- 1428.256034374237
Inferencing time --- 1433.236786365509
Inferencing time --- 1433.4044752120972
Inferencing time --- 1433.6882441043854
Current ACC, AUC, AP, AR, mF1 for ['Celeb-real', 'Celeb-synthesis', 'YouTube-real'] --- ['fake', 'real'] --                 34.622823984526114 -- 80.36889332003989 -- 87.14050001810742 -- 69.45081422399468 -- 77.29647978797553
Flip Test is used --- False
Turning on evaluation mode...
Loading weight ... TrainedModels/Baseline_alt.pth
Using metric-base binary for evaluation!
Video level evaluation mode: True
Dataset loading time --- 32.53156781196594
Inferencing time --- 53.12542915344238
Inferencing time --- 53.17791295051575
Inferencing time --- 53.34340572357178
Inferencing time --- 53.48960256576538
Inferencing time --- 53.61278223991394
Inferencing time --- 53.73756217956543
Inferencing time --- 53.864755630493164
Inferencing time --- 66.40636849403381
Inferencing time --- 66.57286357879639
Inferencing time --- 66.70358157157898
Inferencing time --- 66.91593384742737
Inferencing time --- 67.03782320022583
Inferencing time --- 68.49326658248901
Inferencing time --- 68.61574745178223
Inferencing time --- 80.44093346595764
Inferencing time --- 80.60862755775452
Inferencing time --- 80.74356031417847
Inferencing time --- 80.86573433876038
Inferencing time --- 80.9907636642456
Inferencing time --- 81.18183088302612
Inferencing time --- 81.30629277229309
Inferencing time --- 93.35915994644165
Inferencing time --- 93.51702547073364
Inferencing time --- 93.65293002128601
Inferencing time --- 93.7776792049408
Inferencing time --- 93.90286827087402
Inferencing time --- 94.02999067306519
Inferencing time --- 94.15550255775452
Inferencing time --- 105.00061321258545
Inferencing time --- 105.16038465499878
Inferencing time --- 105.2935860157013
Inferencing time --- 105.4228081703186
Inferencing time --- 105.54825162887573
Inferencing time --- 105.67307686805725
Inferencing time --- 105.80775427818298
