Flip Test is used --- False
Turning on evaluation mode...
Loading weight ... TrainedModels/Baseline_alt.pth
Using metric-base binary for evaluation!
Video level evaluation mode: True
Dataset loading time --- 33.268240451812744
Inferencing time --- 584.8117871284485
Inferencing time --- 593.9490609169006
Inferencing time --- 594.1137557029724
Inferencing time --- 594.2669560909271
Inferencing time --- 594.3946030139923
Inferencing time --- 594.5164115428925
Inferencing time --- 594.6422417163849
Inferencing time --- 594.7689323425293
Inferencing time --- 603.2165668010712
Inferencing time --- 603.3842186927795
Inferencing time --- 603.5300905704498
Inferencing time --- 603.6552789211273
Inferencing time --- 603.78449177742
Inferencing time --- 603.9103569984436
Inferencing time --- 604.0360646247864
Inferencing time --- 611.9728162288666
Inferencing time --- 612.129064321518
Inferencing time --- 612.2644786834717
Inferencing time --- 612.3925378322601
Inferencing time --- 612.5173232555389
Inferencing time --- 612.6433606147766
Inferencing time --- 612.7670011520386
Inferencing time --- 621.1965990066528
Inferencing time --- 621.3560638427734
Inferencing time --- 621.4887888431549
Inferencing time --- 621.6144752502441
Inferencing time --- 621.740517616272
Inferencing time --- 621.8697023391724
Inferencing time --- 621.9923572540283
Inferencing time --- 631.1994903087616
Inferencing time --- 631.364119052887
Inferencing time --- 631.4952700138092
Inferencing time --- 631.6172385215759
Inferencing time --- 631.7456448078156
Inferencing time --- 631.8692989349365
Inferencing time --- 631.998209476471
Inferencing time --- 640.7350330352783
Inferencing time --- 640.9026226997375
Inferencing time --- 641.0544924736023
Inferencing time --- 641.1793148517609
Inferencing time --- 641.3088841438293
Inferencing time --- 641.4299967288971
Inferencing time --- 641.5568804740906
Inferencing time --- 650.3556416034698
Inferencing time --- 650.5165812969208
Inferencing time --- 650.6697010993958
Inferencing time --- 650.7971112728119
Inferencing time --- 650.9194006919861
Inferencing time --- 651.0454049110413
Inferencing time --- 651.1724390983582
Inferencing time --- 659.5705714225769
Inferencing time --- 659.7273051738739
Inferencing time --- 659.8735809326172
Inferencing time --- 660.0005397796631
Inferencing time --- 660.1263375282288
Inferencing time --- 660.2510030269623
Inferencing time --- 660.375718832016
Inferencing time --- 668.889018535614
Inferencing time --- 669.058435678482
Inferencing time --- 669.2028005123138
Inferencing time --- 669.3231952190399
Inferencing time --- 669.4487483501434
Inferencing time --- 669.5754790306091
Inferencing time --- 669.7013087272644
Inferencing time --- 678.2107129096985
Inferencing time --- 678.368732213974
Inferencing time --- 678.5056254863739
Inferencing time --- 678.6342053413391
Inferencing time --- 678.7601664066315
Inferencing time --- 678.8869867324829
Inferencing time --- 679.0126791000366
Inferencing time --- 687.1020736694336
Inferencing time --- 687.2700197696686
Inferencing time --- 687.4229683876038
Inferencing time --- 687.5476093292236
Inferencing time --- 687.6732020378113
Inferencing time --- 687.8004519939423
Inferencing time --- 687.9245686531067
Inferencing time --- 697.1522812843323
Inferencing time --- 697.3200528621674
Inferencing time --- 697.4698712825775
Inferencing time --- 697.5966720581055
Inferencing time --- 697.7237963676453
Inferencing time --- 697.8451874256134
Inferencing time --- 697.9728815555573
Inferencing time --- 706.1891334056854
Inferencing time --- 706.3571860790253
Inferencing time --- 706.5059928894043
Inferencing time --- 706.6356773376465
Inferencing time --- 706.7628359794617
Inferencing time --- 706.8884086608887
Inferencing time --- 707.0185616016388
Inferencing time --- 716.4963383674622
Inferencing time --- 716.662782907486
Inferencing time --- 716.7921543121338
Inferencing time --- 716.9233894348145
Inferencing time --- 717.048623085022
Inferencing time --- 717.1786053180695
Inferencing time --- 717.2997410297394
Inferencing time --- 726.7252628803253
Inferencing time --- 726.895005941391
Inferencing time --- 727.0251159667969
Inferencing time --- 727.151716709137
Inferencing time --- 727.2783732414246
Inferencing time --- 727.405410528183
Inferencing time --- 727.5287938117981
Inferencing time --- 736.9340407848358
Inferencing time --- 737.1015245914459
Inferencing time --- 737.2408540248871
Inferencing time --- 737.3680787086487
Inferencing time --- 737.491396188736
Inferencing time --- 737.624489068985
Inferencing time --- 737.748117685318
Inferencing time --- 747.3864648342133
Inferencing time --- 747.5558531284332
Inferencing time --- 747.6904628276825
Inferencing time --- 747.8145527839661
Inferencing time --- 747.9443867206573
Inferencing time --- 748.0707037448883
Inferencing time --- 748.1937065124512
Inferencing time --- 757.3332793712616
Inferencing time --- 757.4898309707642
Inferencing time --- 757.6427721977234
Inferencing time --- 757.7705097198486
Inferencing time --- 757.8961741924286
Inferencing time --- 758.0218064785004
Inferencing time --- 758.1455335617065
Inferencing time --- 768.3003540039062
Inferencing time --- 768.4687669277191
Inferencing time --- 768.5945949554443
Inferencing time --- 768.7230360507965
Inferencing time --- 768.8472595214844
Inferencing time --- 768.9743001461029
Inferencing time --- 769.1049218177795
Inferencing time --- 777.8016641139984
Inferencing time --- 777.9585189819336
Inferencing time --- 778.1066734790802
Inferencing time --- 778.2357165813446
Inferencing time --- 778.3624198436737
Inferencing time --- 778.4941654205322
Inferencing time --- 778.6172513961792
Inferencing time --- 787.0187692642212
Inferencing time --- 787.1775879859924
Inferencing time --- 787.3165645599365
Inferencing time --- 787.4434771537781
Inferencing time --- 787.5713603496552
Inferencing time --- 787.695806980133
Inferencing time --- 787.8232507705688
Inferencing time --- 796.9145405292511
Inferencing time --- 797.0824460983276
Inferencing time --- 797.2316362857819
Inferencing time --- 797.3586435317993
Inferencing time --- 797.4866371154785
Inferencing time --- 797.6105117797852
Inferencing time --- 797.7373929023743
Inferencing time --- 805.7570779323578
Inferencing time --- 805.9250140190125
Inferencing time --- 806.0698719024658
Inferencing time --- 806.1966588497162
Inferencing time --- 806.3231554031372
Inferencing time --- 806.4511637687683
Inferencing time --- 806.576292514801
Inferencing time --- 814.6822853088379
Inferencing time --- 814.8516414165497
Inferencing time --- 814.9744675159454
Inferencing time --- 815.102786064148
Inferencing time --- 815.2316429615021
Inferencing time --- 815.3563878536224
Inferencing time --- 815.4888823032379
Inferencing time --- 824.0377192497253
Inferencing time --- 824.2043330669403
Inferencing time --- 824.3457126617432
Inferencing time --- 824.4722571372986
Inferencing time --- 824.6001031398773
Inferencing time --- 824.7273819446564
Inferencing time --- 824.8544325828552
Inferencing time --- 833.1599497795105
Inferencing time --- 833.3215374946594
Inferencing time --- 833.4514827728271
Inferencing time --- 833.576966047287
Inferencing time --- 833.7040865421295
Inferencing time --- 833.8309133052826
Inferencing time --- 833.9598424434662
Inferencing time --- 842.6637120246887
Inferencing time --- 842.8318521976471
Inferencing time --- 842.9846997261047
Inferencing time --- 843.1127500534058
Inferencing time --- 843.2395925521851
Inferencing time --- 843.3635005950928
Inferencing time --- 843.4896638393402
Inferencing time --- 852.5165371894836
Inferencing time --- 852.6850473880768
Inferencing time --- 852.8350882530212
Inferencing time --- 852.9619827270508
Inferencing time --- 853.0873358249664
Inferencing time --- 853.2147808074951
Inferencing time --- 853.3466453552246
Inferencing time --- 862.034262418747
Inferencing time --- 862.1987755298615
Inferencing time --- 862.3336560726166
Inferencing time --- 862.4567251205444
Inferencing time --- 862.585809469223
Inferencing time --- 862.7160639762878
Inferencing time --- 862.8383436203003
Inferencing time --- 871.2421002388
Inferencing time --- 871.4106464385986
Inferencing time --- 871.5480673313141
Inferencing time --- 871.6744859218597
Inferencing time --- 871.8003199100494
Inferencing time --- 871.9280326366425
Inferencing time --- 872.899171590805
Inferencing time --- 880.6792168617249
Inferencing time --- 880.8475868701935
Inferencing time --- 880.9867782592773
Inferencing time --- 881.111985206604
Inferencing time --- 881.2387387752533
Inferencing time --- 881.3650963306427
Inferencing time --- 881.8225281238556
Inferencing time --- 890.4223697185516
Inferencing time --- 890.5776059627533
Inferencing time --- 890.7245759963989
Inferencing time --- 890.849228143692
Inferencing time --- 890.9795789718628
Inferencing time --- 891.1051757335663
Inferencing time --- 891.5668060779572
Inferencing time --- 900.7834963798523
Inferencing time --- 900.9492337703705
Inferencing time --- 901.0807876586914
Inferencing time --- 901.2055854797363
Inferencing time --- 901.3351716995239
Inferencing time --- 901.4592611789703
Inferencing time --- 901.5875306129456
Inferencing time --- 910.3912658691406
Inferencing time --- 910.5598680973053
Inferencing time --- 910.6980819702148
Inferencing time --- 910.8226432800293
Inferencing time --- 910.9549672603607
Inferencing time --- 911.0767805576324
Inferencing time --- 911.2005505561829
Inferencing time --- 920.2486569881439
Inferencing time --- 920.4163739681244
Inferencing time --- 920.5474753379822
Inferencing time --- 920.6832191944122
Inferencing time --- 920.8056917190552
Inferencing time --- 920.932736158371
Inferencing time --- 921.0559430122375
Inferencing time --- 930.1252365112305
Inferencing time --- 930.2893309593201
Inferencing time --- 930.4172396659851
Inferencing time --- 930.5429937839508
Inferencing time --- 930.6756069660187
Inferencing time --- 930.7986400127411
Inferencing time --- 930.9251854419708
Inferencing time --- 939.3391869068146
Inferencing time --- 939.5044476985931
Inferencing time --- 939.6365287303925
Inferencing time --- 939.761301279068
Inferencing time --- 939.888974905014
Inferencing time --- 940.0140776634216
Inferencing time --- 940.1428549289703
Inferencing time --- 949.4040524959564
Inferencing time --- 949.5700759887695
Inferencing time --- 949.6951460838318
Inferencing time --- 949.8259961605072
Inferencing time --- 949.9525861740112
Inferencing time --- 950.0816242694855
Inferencing time --- 950.2064416408539
Inferencing time --- 962.0456595420837
Inferencing time --- 962.2105765342712
Inferencing time --- 962.3363733291626
Inferencing time --- 962.4626927375793
Inferencing time --- 962.5910730361938
Inferencing time --- 962.7152261734009
Inferencing time --- 962.8425757884979
Inferencing time --- 971.7202136516571
Inferencing time --- 971.8785002231598
Inferencing time --- 972.0181319713593
Inferencing time --- 972.1483511924744
Inferencing time --- 972.2728204727173
Inferencing time --- 972.4013569355011
Inferencing time --- 972.5271995067596
Inferencing time --- 981.1238803863525
Inferencing time --- 981.2845616340637
Inferencing time --- 981.4140145778656
Inferencing time --- 981.5441975593567
Inferencing time --- 981.6713745594025
Inferencing time --- 981.7984757423401
Inferencing time --- 981.9246270656586
Inferencing time --- 990.3454556465149
Inferencing time --- 990.5092573165894
Inferencing time --- 990.640695810318
Inferencing time --- 990.7663674354553
Inferencing time --- 990.8923964500427
Inferencing time --- 991.0178368091583
Inferencing time --- 991.1443774700165
Inferencing time --- 999.8315012454987
Inferencing time --- 999.9874675273895
Inferencing time --- 1000.1337497234344
Inferencing time --- 1000.2591376304626
Inferencing time --- 1000.3852984905243
Inferencing time --- 1000.5137288570404
Inferencing time --- 1000.6423037052155
Inferencing time --- 1009.1201229095459
Inferencing time --- 1009.2883248329163
Inferencing time --- 1009.4338781833649
Inferencing time --- 1009.5589661598206
Inferencing time --- 1009.6861472129822
Inferencing time --- 1009.8126323223114
Inferencing time --- 1009.938592672348
Inferencing time --- 1018.2677476406097
Inferencing time --- 1018.4294922351837
Inferencing time --- 1018.5690104961395
Inferencing time --- 1018.6894414424896
Inferencing time --- 1018.81494307518
Inferencing time --- 1018.9434955120087
Inferencing time --- 1019.0692088603973
Inferencing time --- 1028.1618056297302
Inferencing time --- 1028.328693151474
Inferencing time --- 1028.48131275177
Inferencing time --- 1028.607558965683
Inferencing time --- 1028.7391710281372
Inferencing time --- 1028.8612279891968
Inferencing time --- 1028.9865515232086
Inferencing time --- 1037.981630563736
Inferencing time --- 1038.1401598453522
Inferencing time --- 1038.2947406768799
Inferencing time --- 1038.417917251587
Inferencing time --- 1038.544504404068
Inferencing time --- 1038.6720502376556
Inferencing time --- 1038.7997877597809
Inferencing time --- 1047.4401514530182
Inferencing time --- 1047.6079425811768
Inferencing time --- 1047.7570650577545
Inferencing time --- 1047.884506702423
Inferencing time --- 1048.0115973949432
Inferencing time --- 1048.1374986171722
Inferencing time --- 1048.263640165329
Inferencing time --- 1058.3444600105286
Inferencing time --- 1058.5130820274353
Inferencing time --- 1058.6481425762177
Inferencing time --- 1058.774879693985
Inferencing time --- 1058.8990681171417
Inferencing time --- 1059.0281467437744
Inferencing time --- 1059.1569337844849
Inferencing time --- 1067.1104922294617
Inferencing time --- 1067.2790129184723
Inferencing time --- 1067.4294493198395
Inferencing time --- 1067.555926322937
Inferencing time --- 1067.6823110580444
Inferencing time --- 1067.807124376297
Inferencing time --- 1067.9358131885529
Inferencing time --- 1077.2174699306488
Inferencing time --- 1077.3869309425354
Inferencing time --- 1077.5217378139496
Inferencing time --- 1077.6500737667084
Inferencing time --- 1077.7813382148743
Inferencing time --- 1077.9029920101166
Inferencing time --- 1078.037252664566
Inferencing time --- 1087.5987157821655
Inferencing time --- 1087.7665400505066
Inferencing time --- 1087.9145810604095
Inferencing time --- 1088.042239665985
Inferencing time --- 1088.169869184494
Inferencing time --- 1088.294183731079
Inferencing time --- 1088.4234189987183
Inferencing time --- 1097.8592128753662
Inferencing time --- 1098.0274348258972
Inferencing time --- 1098.1702568531036
Inferencing time --- 1098.3004524707794
Inferencing time --- 1098.4251770973206
Inferencing time --- 1098.555935382843
Inferencing time --- 1098.6803991794586
Inferencing time --- 1108.0547676086426
Inferencing time --- 1108.2222640514374
Inferencing time --- 1108.3732821941376
Inferencing time --- 1108.5008511543274
Inferencing time --- 1108.6271872520447
Inferencing time --- 1108.7545783519745
Inferencing time --- 1108.8808300495148
Inferencing time --- 1117.8568661212921
Inferencing time --- 1118.0130999088287
Inferencing time --- 1118.1543862819672
Inferencing time --- 1118.2825856208801
Inferencing time --- 1118.4096217155457
Inferencing time --- 1118.5379428863525
Inferencing time --- 1118.6636621952057
Inferencing time --- 1127.0697360038757
Inferencing time --- 1127.226156949997
Inferencing time --- 1127.362497806549
Inferencing time --- 1127.4923808574677
Inferencing time --- 1127.6169435977936
Inferencing time --- 1127.7432737350464
Inferencing time --- 1127.8704907894135
Inferencing time --- 1137.0809664726257
Inferencing time --- 1137.249487876892
Inferencing time --- 1137.3753640651703
Inferencing time --- 1137.5021736621857
Inferencing time --- 1137.6313383579254
Inferencing time --- 1137.7585859298706
Inferencing time --- 1137.8823416233063
Inferencing time --- 1146.056438446045
Inferencing time --- 1146.224080324173
Inferencing time --- 1146.359705209732
Inferencing time --- 1146.4884231090546
Inferencing time --- 1146.8279173374176
Inferencing time --- 1146.9529070854187
Inferencing time --- 1147.0833609104156
Inferencing time --- 1156.1745631694794
Inferencing time --- 1156.3309829235077
Inferencing time --- 1156.466496706009
Inferencing time --- 1156.5959389209747
Inferencing time --- 1156.7269926071167
Inferencing time --- 1156.8494715690613
Inferencing time --- 1156.9772877693176
Inferencing time --- 1167.9011833667755
Inferencing time --- 1168.0690701007843
Inferencing time --- 1168.213488817215
Inferencing time --- 1168.3409130573273
Inferencing time --- 1168.4668982028961
Inferencing time --- 1168.594268321991
Inferencing time --- 1168.720181465149
Inferencing time --- 1177.38014960289
Inferencing time --- 1177.5478744506836
Inferencing time --- 1177.6834027767181
Inferencing time --- 1177.8072481155396
Inferencing time --- 1177.9328665733337
Inferencing time --- 1178.0603067874908
Inferencing time --- 1178.188262462616
Inferencing time --- 1186.65634059906
Inferencing time --- 1186.8218491077423
Inferencing time --- 1190.752491235733
Inferencing time --- 1190.9204585552216
Inferencing time --- 1191.0777230262756
Inferencing time --- 1191.20063996315
Inferencing time --- 1191.3263642787933
Inferencing time --- 1195.691689491272
Inferencing time --- 1195.861854314804
Inferencing time --- 1199.1742660999298
Inferencing time --- 1199.3361659049988
Inferencing time --- 1199.488754272461
Inferencing time --- 1199.6141653060913
Inferencing time --- 1199.7483429908752
Inferencing time --- 1205.2644982337952
Inferencing time --- 1205.4325907230377
Inferencing time --- 1208.4655055999756
Inferencing time --- 1208.6338601112366
Inferencing time --- 1208.7780649662018
Inferencing time --- 1208.9079008102417
Inferencing time --- 1209.034434080124
Inferencing time --- 1214.855818271637
Inferencing time --- 1215.0245127677917
Inferencing time --- 1218.331208705902
Inferencing time --- 1218.4995963573456
Inferencing time --- 1218.6329576969147
Inferencing time --- 1218.7586703300476
Inferencing time --- 1218.8897912502289
Inferencing time --- 1224.6201136112213
Inferencing time --- 1224.7797889709473
Inferencing time --- 1231.125650882721
Inferencing time --- 1231.2933161258698
Inferencing time --- 1231.4383504390717
Inferencing time --- 1231.5654270648956
Inferencing time --- 1231.6962172985077
Inferencing time --- 1233.6895563602448
Inferencing time --- 1233.850756406784
Inferencing time --- 1240.9898953437805
Inferencing time --- 1241.1573362350464
Inferencing time --- 1241.295420408249
Inferencing time --- 1241.4272274971008
Inferencing time --- 1241.5499093532562
Inferencing time --- 1243.8166399002075
Inferencing time --- 1243.9845807552338
Inferencing time --- 1252.2356128692627
Inferencing time --- 1252.4031248092651
Inferencing time --- 1252.540405511856
Inferencing time --- 1252.6720798015594
Inferencing time --- 1252.7982964515686
Inferencing time --- 1255.6922743320465
Inferencing time --- 1255.8563659191132
Inferencing time --- 1262.6376025676727
Inferencing time --- 1262.805758714676
Inferencing time --- 1262.9512469768524
Inferencing time --- 1263.0780746936798
Inferencing time --- 1263.209778547287
Inferencing time --- 1266.1677558422089
Inferencing time --- 1266.3253600597382
Inferencing time --- 1272.5468561649323
Inferencing time --- 1272.7120921611786
Inferencing time --- 1272.8466353416443
Inferencing time --- 1272.9696958065033
Inferencing time --- 1273.0961844921112
Inferencing time --- 1275.8050446510315
Inferencing time --- 1275.9639682769775
Inferencing time --- 1283.274978876114
Inferencing time --- 1283.4373617172241
Inferencing time --- 1283.591651916504
Inferencing time --- 1283.7211709022522
Inferencing time --- 1283.8449730873108
Inferencing time --- 1285.5098791122437
Inferencing time --- 1285.6346714496613
Inferencing time --- 1293.1388425827026
Inferencing time --- 1293.3068573474884
Inferencing time --- 1293.4550688266754
Inferencing time --- 1293.5840709209442
Inferencing time --- 1293.7111234664917
Inferencing time --- 1295.0129709243774
Inferencing time --- 1295.138117313385
Inferencing time --- 1302.3923637866974
Inferencing time --- 1302.5601246356964
Inferencing time --- 1302.709491968155
Inferencing time --- 1302.8356409072876
Inferencing time --- 1302.9632375240326
Inferencing time --- 1305.462950706482
Inferencing time --- 1305.62801861763
Inferencing time --- 1312.3120474815369
Inferencing time --- 1312.4777994155884
Inferencing time --- 1312.6022038459778
Inferencing time --- 1312.7349953651428
Inferencing time --- 1312.8611090183258
Inferencing time --- 1314.95174741745
Inferencing time --- 1315.109483718872
Inferencing time --- 1322.1027705669403
Inferencing time --- 1322.2703716754913
Inferencing time --- 1322.4037358760834
Inferencing time --- 1322.5309569835663
Inferencing time --- 1322.6586463451385
Inferencing time --- 1324.1666088104248
Inferencing time --- 1324.2910232543945
Inferencing time --- 1332.484701871872
Inferencing time --- 1332.6526672840118
Inferencing time --- 1332.8009660243988
Inferencing time --- 1332.928965806961
Inferencing time --- 1333.0561165809631
Inferencing time --- 1333.1812229156494
Inferencing time --- 1333.30836892128
Inferencing time --- 1342.4276192188263
Inferencing time --- 1342.592244386673
Inferencing time --- 1342.7181465625763
Inferencing time --- 1342.846551656723
Inferencing time --- 1342.9763886928558
Inferencing time --- 1343.1008586883545
Inferencing time --- 1343.2293238639832
Inferencing time --- 1352.686419725418
Inferencing time --- 1352.8447499275208
Inferencing time --- 1352.9815738201141
Inferencing time --- 1353.110854625702
Inferencing time --- 1353.2395384311676
Inferencing time --- 1353.3634572029114
Inferencing time --- 1353.4898331165314
Inferencing time --- 1361.8544387817383
Inferencing time --- 1362.0214684009552
Inferencing time --- 1362.1564469337463
Inferencing time --- 1362.2833034992218
Inferencing time --- 1362.4108369350433
Inferencing time --- 1362.6524584293365
Inferencing time --- 1362.7788615226746
Inferencing time --- 1371.5421788692474
Inferencing time --- 1371.703642129898
Inferencing time --- 1371.832272052765
Inferencing time --- 1371.9684538841248
Inferencing time --- 1372.0949182510376
Inferencing time --- 1372.2479977607727
Inferencing time --- 1372.3736712932587
Inferencing time --- 1380.8068001270294
Inferencing time --- 1380.9642505645752
Inferencing time --- 1381.1055750846863
Inferencing time --- 1381.2331094741821
Inferencing time --- 1381.36003780365
Inferencing time --- 1381.4880640506744
Inferencing time --- 1381.6161668300629
Inferencing time --- 1390.7253949642181
Inferencing time --- 1390.893357038498
Inferencing time --- 1391.0376224517822
Inferencing time --- 1391.1637682914734
Inferencing time --- 1391.2917430400848
Inferencing time --- 1391.4218270778656
Inferencing time --- 1391.54727101326
Inferencing time --- 1400.4106123447418
Inferencing time --- 1400.5764343738556
Inferencing time --- 1400.7082653045654
Inferencing time --- 1400.8404462337494
Inferencing time --- 1400.9695234298706
Inferencing time --- 1401.0954930782318
Inferencing time --- 1401.22185587883
Inferencing time --- 1410.1276743412018
Inferencing time --- 1410.2838673591614
Inferencing time --- 1410.4325666427612
Inferencing time --- 1410.5627417564392
Inferencing time --- 1410.6885130405426
Inferencing time --- 1410.816668510437
Inferencing time --- 1410.9405572414398
Inferencing time --- 1421.0424544811249
Inferencing time --- 1421.2093796730042
Inferencing time --- 1421.3483035564423
Inferencing time --- 1421.4758455753326
Inferencing time --- 1421.6063585281372
Inferencing time --- 1421.7308106422424
Inferencing time --- 1421.858422279358
Inferencing time --- 1430.9831051826477
Inferencing time --- 1431.1389667987823
Inferencing time --- 1431.2795486450195
Inferencing time --- 1431.4076669216156
Inferencing time --- 1431.5388493537903
Inferencing time --- 1431.6687457561493
Inferencing time --- 1431.79083609581
Inferencing time --- 1439.9701640605927
Inferencing time --- 1440.1345903873444
Inferencing time --- 1440.2623763084412
Inferencing time --- 1440.3907415866852
Inferencing time --- 1440.5170729160309
Inferencing time --- 1440.64701795578
Inferencing time --- 1440.7743954658508
Inferencing time --- 1452.2725040912628
Inferencing time --- 1452.4276485443115
Inferencing time --- 1452.5811505317688
Inferencing time --- 1452.709056377411
Inferencing time --- 1452.83123087883
Inferencing time --- 1452.9574353694916
Inferencing time --- 1453.092176437378
Inferencing time --- 1461.5050206184387
Inferencing time --- 1461.6657629013062
Inferencing time --- 1461.8098061084747
Inferencing time --- 1461.9410264492035
Inferencing time --- 1462.0686130523682
Inferencing time --- 1462.192984342575
Inferencing time --- 1462.3203654289246
Inferencing time --- 1472.2131628990173
Inferencing time --- 1472.3806791305542
Inferencing time --- 1472.524670600891
Inferencing time --- 1472.6507909297943
Inferencing time --- 1472.780115365982
Inferencing time --- 1472.9087059497833
Inferencing time --- 1473.0364558696747
Inferencing time --- 1481.9132931232452
Inferencing time --- 1482.0807349681854
Inferencing time --- 1482.21248793602
Inferencing time --- 1482.3345472812653
Inferencing time --- 1482.4616615772247
Inferencing time --- 1482.5897138118744
Inferencing time --- 1482.725017786026
Inferencing time --- 1491.1617748737335
Inferencing time --- 1491.3246614933014
Inferencing time --- 1491.4533495903015
Inferencing time --- 1491.5787196159363
Inferencing time --- 1491.705326795578
Inferencing time --- 1491.8318622112274
Inferencing time --- 1491.9580249786377
Inferencing time --- 1500.8389978408813
Inferencing time --- 1500.9939515590668
Inferencing time --- 1501.2839863300323
Current ACC, AUC, AP, AR, mF1 for ['Celeb-real', 'Celeb-synthesis', 'YouTube-real'] --- ['fake', 'real'] --                 25.918762088974855 -- 80.1329345297441 -- 87.70208688115119 -- 64.12180126287804 -- 74.08077680105177
Flip Test is used --- False
Turning on evaluation mode...
Loading weight ... TrainedModels/Baseline_alt.pth
Using metric-base binary for evaluation!
Video level evaluation mode: True
Dataset loading time --- 32.64169478416443
Inferencing time --- 55.32085394859314
Inferencing time --- 55.37696313858032
Inferencing time --- 55.78159165382385
Inferencing time --- 55.93155837059021
Inferencing time --- 56.07399940490723
Inferencing time --- 56.19916343688965
Inferencing time --- 56.321943283081055
Inferencing time --- 69.28299570083618
Inferencing time --- 70.41158509254456
Inferencing time --- 72.38732290267944
Inferencing time --- 72.54124522209167
Inferencing time --- 72.68303418159485
Inferencing time --- 72.80997061729431
Inferencing time --- 72.93245124816895
Inferencing time --- 84.85588097572327
Inferencing time --- 85.02044606208801
Inferencing time --- 86.19669890403748
Inferencing time --- 86.31873369216919
Inferencing time --- 86.44246578216553
Inferencing time --- 86.5656566619873
Inferencing time --- 86.69253420829773
Inferencing time --- 97.72017407417297
Inferencing time --- 97.88799953460693
Inferencing time --- 99.61497521400452
Inferencing time --- 99.73588967323303
Inferencing time --- 99.85900092124939
Inferencing time --- 99.98127150535583
Inferencing time --- 100.10494756698608
Inferencing time --- 110.04953908920288
Inferencing time --- 110.21216058731079
Inferencing time --- 111.79392981529236
Inferencing time --- 113.01877641677856
Inferencing time --- 113.163982629776
Inferencing time --- 113.29765057563782
Inferencing time --- 113.4215829372406
Inferencing time --- 122.04035210609436
Inferencing time --- 123.12780523300171
Inferencing time --- 126.53809785842896
Inferencing time --- 126.69928765296936
Inferencing time --- 126.82915711402893
Inferencing time --- 126.95500683784485
Inferencing time --- 127.08193230628967
Inferencing time --- 134.7531247138977
Inferencing time --- 135.3048985004425
Inferencing time --- 137.9093942642212
Inferencing time --- 138.1982605457306
Inferencing time --- 138.32768940925598
Inferencing time --- 138.45129442214966
Inferencing time --- 138.57381653785706
Inferencing time --- 147.9773826599121
Inferencing time --- 148.3460669517517
Inferencing time --- 151.3283989429474
Inferencing time --- 152.78248763084412
Inferencing time --- 152.923166513443
Inferencing time --- 153.0523657798767
Inferencing time --- 153.1768844127655
Inferencing time --- 160.62261629104614
Inferencing time --- 162.863205909729
Inferencing time --- 163.15764451026917
Inferencing time --- 165.02450466156006
Inferencing time --- 165.19187831878662
Inferencing time --- 165.32195925712585
Inferencing time --- 165.44475317001343
Inferencing time --- 172.4974377155304
Inferencing time --- 175.62305998802185
Inferencing time --- 175.79042553901672
Inferencing time --- 176.63447046279907
Inferencing time --- 176.75767588615417
Inferencing time --- 176.8832244873047
Inferencing time --- 177.00758028030396
Inferencing time --- 185.27549958229065
Inferencing time --- 187.7183554172516
Inferencing time --- 187.88208627700806
Inferencing time --- 188.78691911697388
Inferencing time --- 188.90787434577942
Inferencing time --- 189.03788542747498
Inferencing time --- 189.1602373123169
Inferencing time --- 197.24126386642456
Inferencing time --- 200.45900177955627
Inferencing time --- 200.62549710273743
Inferencing time --- 200.8504340648651
Inferencing time --- 200.97326827049255
Inferencing time --- 201.09820008277893
Inferencing time --- 201.2248888015747
Inferencing time --- 209.8823585510254
Inferencing time --- 214.3639783859253
Inferencing time --- 214.53220891952515
Inferencing time --- 214.6728024482727
Inferencing time --- 214.7977738380432
Inferencing time --- 214.92334842681885
Inferencing time --- 215.04961109161377
Inferencing time --- 221.98749494552612
Inferencing time --- 226.66133522987366
Inferencing time --- 226.82792782783508
Inferencing time --- 226.95413446426392
Inferencing time --- 227.07799816131592
Inferencing time --- 227.20427346229553
Inferencing time --- 227.33112692832947
Inferencing time --- 234.6268436908722
Inferencing time --- 240.82153296470642
Inferencing time --- 240.98886561393738
Inferencing time --- 241.13552975654602
Inferencing time --- 241.26590514183044
Inferencing time --- 241.38862895965576
Inferencing time --- 241.51587319374084
Inferencing time --- 246.78883242607117
Inferencing time --- 253.3957712650299
Inferencing time --- 253.55370545387268
Inferencing time --- 253.6867983341217
Inferencing time --- 253.81932425498962
Inferencing time --- 253.9402687549591
Inferencing time --- 254.06934785842896
Inferencing time --- 258.92610025405884
Inferencing time --- 280.99746918678284
Inferencing time --- 281.16507387161255
Inferencing time --- 281.3046748638153
Inferencing time --- 281.43076825141907
Inferencing time --- 281.56087017059326
Inferencing time --- 281.6872808933258
Inferencing time --- 281.8122751712799
Inferencing time --- 294.31164598464966
Inferencing time --- 294.4754047393799
Inferencing time --- 294.60334491729736
Inferencing time --- 294.7294180393219
Inferencing time --- 294.8569884300232
Inferencing time --- 294.9845986366272
Inferencing time --- 295.1140789985657
Inferencing time --- 307.01005125045776
Inferencing time --- 307.16463589668274
Inferencing time --- 307.31068325042725
Inferencing time --- 307.43708896636963
Inferencing time --- 307.5636475086212
Inferencing time --- 307.6892464160919
Inferencing time --- 307.8164858818054
Inferencing time --- 322.9610378742218
Inferencing time --- 323.12890243530273
Inferencing time --- 323.27365016937256
Inferencing time --- 323.39841413497925
Inferencing time --- 323.52691888809204
Inferencing time --- 323.6593577861786
Inferencing time --- 323.7760374546051
